book_id,isbn,title,author_id,author_name,genre,publication_year,price,pages,format,in_stock,publisher
1012,978-5-6283-9220-6,Lost Journey of the Night,1986,Barbara Martinez,Biography,2013,16.64,711,Paperback,True,Hachette
1013,978-1-3142-5605-6,Ancient Mystery Through Time,1085,Elizabeth Rodriguez,Fiction,2003,7.69,450,Paperback,True,Macmillan
1014,978-2-6461-9138-0,A Dream in the Dark,748,Barbara Jackson,Technology,2018,7.61,481,eBook,True,Simon & Schuster
1015,978-1-7173-4894-0,First Journey of the Dawn,3,William Davis,Mystery,2022,15.59,786,eBook,True,Penguin Random House
1016,978-5-6471-5441-4,A Quest,169,Ava Moore,Romance,2014,7.86,756,Hardcover,True,Simon & Schuster
1017,978-2-3599-1086-4,First Saga,322,Noah Harris,Mystery,1993,11.03,622,Paperback,True,HarperCollins
1018,978-7-6798-2238-9,Modern Dream of the Dawn,1545,Jennifer Wilson,Romance,1994,19.34,319,eBook,True,Simon & Schuster
1019,978-3-7922-1513-5,A Memory of the Night,792,Mason Martinez,Non-Fiction,2008,12.07,489,Paperback,True,Independent Press
1020,978-4-7294-3989-3,Forgotten Chronicles,1362,Ava Clark,Mystery,2004,10.39,585,Paperback,True,Macmillan
1021,978-6-3859-1539-4,Modern Shadow of Tomorrow,475,Barbara Lee,Mystery,2015,21.55,408,eBook,False,Independent Press
1022,978-6-6810-1941-0,Dark Legend in the Dark,1172,Robert Clark,Fiction,2019,13.22,661,Paperback,False,Simon & Schuster
1023,978-9-5135-6256-8,Forgotten Memory Before Dawn,172,Linda Garcia,Non-Fiction,1991,10.71,583,Paperback,True,Penguin Random House
1024,978-7-3376-1364-9,The Saga of the Night,1576,Robert Thomas,Mystery,2017,37.89,629,Hardcover,True,HarperCollins
1025,978-6-6441-6633-0,Last Saga,1972,Liam Taylor,Mystery,2020,8.4,182,Hardcover,True,Penguin Random House
1026,978-4-5452-3969-5,Dark Vision Before Dawn,1603,Sarah Lewis,Fiction,2007,17.27,314,eBook,True,Hachette
1027,978-7-8068-1940-4,Lost Journey Through Time,1428,Patricia Gonzalez,Fantasy,2012,9.55,479,eBook,True,Independent Press
1028,978-0-9030-6939-4,Dark Memory,944,Sarah Smith,Thriller,1999,18.79,368,Paperback,True,Penguin Random House
1029,978-4-2225-4781-3,A Journey Through Time,1238,Isabella Johnson,Science Fiction,1991,12.72,579,Paperback,True,Macmillan
1030,978-5-7941-5806-1,Lost Journey,548,David Garcia,Mystery,1997,9.58,388,Paperback,True,Penguin Random House
1031,978-0-7758-8705-5,Last Shadow Beyond Time,1177,Michael Robinson,Mystery,1995,10.69,175,eBook,True,HarperCollins
1032,978-8-1350-1085-8,Ancient Chronicles of the Night,983,Oliver Johnson,Science Fiction,1993,11.0,386,eBook,True,Macmillan
1033,978-0-2970-2889-2,Last Vision of the Dawn,150,Michael Brown,Science Fiction,2004,44.99,235,Hardcover,True,Independent Press
1034,978-1-1861-3271-7,Bright Journey in the Light,290,Noah Robinson,History,2010,4.64,620,eBook,True,HarperCollins
1035,978-5-1134-6679-1,Ancient Shadow in the Dark,577,Jennifer Smith,Mystery,2016,8.98,707,Paperback,True,HarperCollins
1036,978-5-7064-3051-2,Last Chronicles Beyond Time,1853,Oliver Clark,Mystery,2010,36.43,469,Hardcover,True,HarperCollins
1037,978-0-5852-3684-8,Dark Tale,1360,Mia Smith,Romance,2019,8.65,651,Hardcover,True,Hachette
1038,978-8-4233-9820-9,Silent Dream at Sunrise,561,Oliver Martin,Fantasy,2023,11.22,268,Paperback,True,HarperCollins
1039,978-2-5490-8984-1,First Echo of the Dawn,414,Richard Harris,Science Fiction,2008,5.37,451,Paperback,True,Penguin Random House
1040,978-4-7611-5266-9,First Chronicles of the Dawn,1138,Emma Anderson,Fiction,1992,13.97,774,Hardcover,True,Hachette
1041,978-6-5932-2428-8,Last Tale of Tomorrow,1749,David Miller,Romance,2014,25.86,457,Paperback,True,Independent Press
1042,978-5-2847-1197-3,Broken Journey of the Dawn,1981,James Thomas,Romance,2010,15.63,344,Audiobook,True,Simon & Schuster
1043,978-3-9673-6120-3,Dark Quest of the Night,477,Sophia Jones,Fiction,2020,16.85,685,Paperback,False,Hachette
1044,978-8-2195-2857-8,Lost Shadow,1347,William Miller,Fiction,1995,42.74,171,Paperback,True,Penguin Random House
1045,978-7-6100-7921-4,Secret Memory,949,Sophia Clark,Mystery,2014,9.91,370,Paperback,True,Hachette
1046,978-1-9725-2455-4,First Legend Before Dawn,1762,Jessica Moore,Mystery,2003,21.31,275,Paperback,False,Independent Press
1047,978-7-1829-7721-3,Last Chronicles,973,Susan Rodriguez,Science Fiction,2023,16.66,240,Hardcover,True,HarperCollins
1048,978-8-9415-7122-4,Silent Shadow Through Time,1804,Thomas Rodriguez,Non-Fiction,2007,7.86,496,eBook,True,Independent Press
1049,978-8-3386-5481-5,Dark Mystery in the Light,519,David Lopez,Fiction,1992,18.29,495,Paperback,False,Simon & Schuster
1050,978-1-1042-8915-6,A Shadow Before Dawn,1721,Mary Rodriguez,Fiction,2013,8.29,326,Hardcover,True,Independent Press
1051,978-0-5114-5378-3,Secret Chronicles at Sunrise,1903,Mason Williams,Fiction,2010,7.17,638,Paperback,True,Independent Press
1052,978-3-4534-9784-4,Last Chronicles of the Night,720,Liam Williams,Fantasy,1995,8.16,485,eBook,True,Independent Press
1053,978-3-1590-1138-7,Silent Echo in the Light,1760,Richard Jackson,Biography,1994,8.1,165,eBook,True,Independent Press
1054,978-6-6078-7076-4,Modern Shadow Under Stars,1235,Mary Clark,Mystery,2000,4.42,262,Hardcover,True,Penguin Random House
1055,978-3-4069-6778-0,Secret Story at Midnight,1012,Susan Brown,Fiction,2018,26.74,728,Hardcover,True,Penguin Random House
1056,978-4-5299-3763-5,Silent Tale Through Time,509,Joseph Lewis,Thriller,2022,7.02,705,Paperback,False,Hachette
1057,978-1-2443-6208-7,Silent Journey Under Stars,702,Thomas Anderson,Fantasy,2018,7.05,350,Paperback,True,Penguin Random House
1058,978-9-1340-3923-9,Hidden Vision of Tomorrow,594,Robert Williams,Romance,2000,24.7,341,Paperback,True,Hachette
1059,978-2-2081-2090-8,Modern Story,13,Sarah Miller,Non-Fiction,1998,4.65,394,Paperback,True,Penguin Random House
1060,978-3-1040-8717-2,Hidden Chronicles at Sunrise,560,Isabella Wilson,Fiction,2003,42.24,797,Hardcover,False,Penguin Random House
1061,978-9-3468-9746-6,An Dream at Midnight,1724,Mary Williams,Non-Fiction,1993,9.95,341,eBook,True,Independent Press
1062,978-9-2547-7873-1,Secret Memory of the Dawn,475,Barbara Lee,Fiction,2008,10.14,200,Hardcover,True,HarperCollins
1063,978-3-6191-8496-7,Dark Saga,1824,Emma Brown,Mystery,2014,18.89,196,Hardcover,True,Penguin Random House
1064,978-5-1478-5403-9,Secret Memory at Sunrise,149,Mason Wilson,History,2006,6.75,591,eBook,True,Independent Press
1065,978-9-3123-6486-1,Secret Memory of the Dawn,1051,Mary Johnson,Science Fiction,1997,14.81,713,Audiobook,True,Simon & Schuster
1066,978-7-5795-3102-0,Bright Saga Under Stars,522,William Davis,Romance,2012,38.05,651,Paperback,True,Macmillan
1067,978-0-4611-7900-4,A Story in the Light,931,Patricia Jackson,Technology,1992,25.04,565,Paperback,True,Macmillan
1068,978-2-4687-8202-6,First Echo of Yesterday,921,Robert Moore,Science Fiction,2007,10.26,240,eBook,True,Macmillan
1069,978-6-7525-1267-0,Modern Echo,373,Sarah Anderson,History,2015,12.88,593,Audiobook,False,Hachette
1070,978-2-5567-2325-5,Last Quest,1775,Mary Taylor,Thriller,2020,39.04,731,Hardcover,True,Simon & Schuster
1071,978-7-4427-5341-9,Secret Memory,1486,Thomas Gonzalez,Science Fiction,1998,10.22,204,Paperback,True,Penguin Random House
1072,978-9-6983-1439-0,Forgotten Chronicles of Yesterday,685,Sarah Gonzalez,Technology,1995,14.36,784,Paperback,True,Penguin Random House
1073,978-7-2227-3132-4,An Tale of Yesterday,1425,Mia Martin,Mystery,2012,44.73,481,Paperback,True,Penguin Random House
1074,978-9-4017-6232-2,A Vision of the Night,56,Sarah Davis,Science Fiction,2003,15.04,619,eBook,True,Macmillan
1075,978-9-7321-8429-9,Dark Saga Under Stars,1246,Sophia Thomas,Fiction,2014,9.66,618,Audiobook,True,Penguin Random House
1076,978-7-7581-3226-9,Modern Saga of the Night,793,Liam Hernandez,Mystery,1994,22.78,563,eBook,True,Macmillan
1077,978-9-6848-4828-7,Last Vision Under Stars,468,Sarah Wilson,Non-Fiction,1991,21.81,587,Paperback,False,Penguin Random House
1078,978-7-1654-6108-3,A Shadow of the Dawn,1907,Oliver Martin,Biography,1994,13.7,509,Paperback,True,Hachette
1079,978-6-7667-5080-5,Lost Quest in the Light,1514,John Lopez,Science Fiction,2015,13.2,196,Hardcover,True,Independent Press
1080,978-9-9913-2389-8,Hidden Chronicles at Sunrise,1410,Noah Thomas,Fantasy,2008,31.61,396,Audiobook,True,Independent Press
1081,978-4-1336-9836-5,Broken Saga Before Dawn,1916,Mia Robinson,Non-Fiction,2004,36.08,659,Audiobook,True,Macmillan
1082,978-5-2584-5708-2,An Memory in the Dark,1589,Elizabeth Garcia,Biography,2000,10.18,695,Hardcover,True,HarperCollins
1083,978-0-1722-4553-4,Dark Chronicles,997,Barbara Williams,Non-Fiction,2013,7.86,561,Paperback,True,Simon & Schuster
1084,978-5-4993-3593-8,Silent Echo,1511,Mason Jones,Thriller,2017,11.22,224,Hardcover,True,Penguin Random House
1085,978-4-8261-6084-2,Bright Chronicles of the Night,980,Thomas Thompson,Romance,2010,19.46,719,Hardcover,True,Hachette
1086,978-2-3881-8845-8,Secret Saga,1047,Emma Johnson,Fiction,1991,18.4,439,Paperback,True,Simon & Schuster
1087,978-5-7496-1415-1,An Echo Through Time,153,Susan Wilson,Self-Help,2020,35.75,184,Audiobook,True,Independent Press
1088,978-1-5152-2799-3,Silent Mystery,185,Michael Martinez,Science Fiction,2001,10.75,411,eBook,True,HarperCollins
1089,978-1-6506-8714-1,The Story at Sunrise,76,Linda Jones,Fantasy,2004,8.78,659,Paperback,True,HarperCollins
1090,978-0-9314-4056-2,Hidden Mystery of the Dawn,1491,Isabella Harris,Fiction,1995,4.27,418,Paperback,True,Hachette
1091,978-8-6259-6357-4,Modern Story,1635,John Johnson,Science Fiction,2002,13.11,419,eBook,True,Simon & Schuster
1092,978-7-2183-5488-1,Last Saga of the Night,1743,Elizabeth Rodriguez,Fantasy,1993,5.87,782,Paperback,True,Hachette
1093,978-7-2033-2723-9,Forgotten Shadow Beyond Time,371,Liam Taylor,Romance,2000,8.84,563,Paperback,True,Macmillan
1094,978-7-5316-8867-7,Last Story,114,John Williams,Romance,2010,7.31,461,Paperback,True,HarperCollins
1095,978-0-6198-1139-9,Secret Saga at Midnight,1586,Sophia Davis,Mystery,2020,9.84,725,Paperback,True,Simon & Schuster
1096,978-5-7838-1133-5,Bright Chronicles in the Dark,1442,David Martin,Science Fiction,1997,11.23,716,Hardcover,True,Hachette
1097,978-1-3144-4464-5,Silent Quest Through Time,555,Mary Jones,Romance,1993,12.02,306,Paperback,True,Macmillan
1098,978-8-8119-5964-6,A Vision Before Dawn,1327,Isabella Wilson,Non-Fiction,2008,24.37,437,eBook,True,Penguin Random House
1099,978-4-9543-9746-9,First Light in the Dark,1370,Ava Martinez,Fantasy,2003,4.47,745,Paperback,True,Penguin Random House
1100,978-3-5183-6625-0,Broken Journey Before Dawn,725,Sophia Martinez,Fantasy,2013,8.33,544,Hardcover,True,Simon & Schuster
1101,978-7-9825-9623-2,The Quest Under Stars,231,Patricia Brown,Thriller,2004,12.51,721,eBook,True,HarperCollins
1102,978-2-4884-1540-2,Dark Memory in the Dark,1400,Joseph Thomas,Self-Help,2023,5.44,537,Paperback,True,HarperCollins
1103,978-5-7705-8137-8,First Echo Before Dawn,367,Thomas Moore,Mystery,1992,21.59,650,eBook,True,Independent Press
1104,978-0-5442-8059-3,A Saga Beyond Time,365,Robert Lewis,Fiction,2005,26.84,471,Hardcover,True,HarperCollins
1105,978-8-5582-6627-0,Ancient Quest at Midnight,1776,Mary Robinson,Romance,1999,4.62,504,eBook,True,Penguin Random House
1106,978-5-2218-4473-9,Hidden Legend,351,Emma Miller,Mystery,2000,14.41,210,Paperback,True,HarperCollins
1107,978-2-5263-8815-7,Lost Story,1152,Isabella Garcia,Fiction,1999,10.74,649,eBook,True,Macmillan
1108,978-4-2095-3807-0,Bright Story in the Light,852,Emma Miller,Mystery,1995,27.57,707,eBook,True,Simon & Schuster
1109,978-0-9250-3436-8,Broken Saga,1025,Liam Robinson,Science Fiction,2003,11.86,154,Audiobook,True,Penguin Random House
1110,978-0-3136-8282-4,Forgotten Chronicles Through Time,1423,Joseph Clark,Fiction,2004,6.66,744,eBook,True,Macmillan
1111,978-2-8036-8639-1,Bright Mystery,797,Linda Thompson,Mystery,1995,9.93,415,Hardcover,True,Independent Press
1112,978-6-3886-8067-6,Lost Vision,1042,David Jones,Non-Fiction,2016,37.78,542,Paperback,False,Macmillan
1113,978-8-7963-4683-7,Ancient Quest of Yesterday,1555,Joseph Lee,Mystery,1990,6.93,563,Hardcover,True,HarperCollins
1114,978-7-4566-1282-6,Last Echo at Midnight,295,Mary Brown,Mystery,2006,9.7,423,eBook,True,Simon & Schuster
1115,978-3-7416-6899-6,Ancient Memory Beyond Time,1047,Emma Johnson,Mystery,2016,16.94,529,Hardcover,True,Penguin Random House
1116,978-4-8525-8936-4,Modern Tale Beyond Time,478,Susan Garcia,Fiction,2017,10.04,594,Hardcover,True,HarperCollins
1117,978-9-8834-7869-5,Secret Quest of the Night,1083,Patricia Moore,Technology,1993,5.61,394,eBook,True,HarperCollins
1118,978-5-9711-1157-2,Lost Tale at Midnight,852,Emma Miller,Self-Help,2010,46.49,404,eBook,True,Macmillan
1119,978-9-7135-3566-0,Broken Tale at Sunrise,486,William Hernandez,Thriller,2019,15.63,634,Hardcover,True,Simon & Schuster
1120,978-9-6789-6091-1,Secret Chronicles of the Dawn,1631,James Gonzalez,Fantasy,2003,6.11,753,Paperback,True,Penguin Random House
1121,978-7-1616-4107-0,An Tale,472,James Wilson,Mystery,2011,8.92,171,eBook,True,Simon & Schuster
1122,978-4-6940-8453-1,Broken Dream,1890,Susan Gonzalez,Non-Fiction,2005,9.45,681,Paperback,False,Macmillan
1123,978-3-6007-4254-8,Modern Tale Beyond Time,1013,Linda Wilson,Mystery,1998,4.34,170,Paperback,True,HarperCollins
1124,978-0-2683-2141-6,Secret Dream of the Dawn,803,William Moore,Mystery,2011,20.65,756,Audiobook,True,Penguin Random House
1125,978-9-2333-3191-0,Bright Chronicles of Yesterday,483,Jessica Anderson,Technology,2015,14.56,688,Paperback,True,Hachette
1126,978-8-3031-3550-4,Ancient Chronicles,143,Noah Thomas,Thriller,2022,20.23,150,Paperback,True,Hachette
1127,978-8-8231-4054-0,Bright Dream Under Stars,101,Mia Lee,Romance,2000,11.92,178,Hardcover,True,Macmillan
1128,978-3-6901-5804-5,Broken Light,1024,Barbara Lopez,Science Fiction,2020,4.89,208,eBook,True,Simon & Schuster
1129,978-7-5481-9214-9,Ancient Shadow in the Dark,1752,Emma Davis,Self-Help,2023,13.1,254,Audiobook,True,HarperCollins
1130,978-1-2513-3130-2,An Story Before Dawn,1286,Thomas Lopez,Fiction,2023,9.6,757,Paperback,True,Independent Press
1131,978-1-2827-8877-9,An Shadow in the Dark,421,John Lee,Fantasy,2016,9.5,305,eBook,True,Simon & Schuster
1132,978-0-8186-7900-5,Forgotten Story of Tomorrow,820,Robert Johnson,Mystery,2004,6.31,285,Paperback,True,Simon & Schuster
1133,978-1-4044-5543-5,Modern Light at Midnight,1444,Richard Martin,Fiction,2010,13.03,538,Paperback,True,HarperCollins
1134,978-6-9037-7697-9,An Memory,712,Sarah Gonzalez,Fiction,2010,10.37,498,Paperback,True,Penguin Random House
1135,978-5-8805-5946-4,An Saga in the Light,1248,Thomas Rodriguez,Science Fiction,1997,14.49,646,Paperback,True,Simon & Schuster
1136,978-7-2091-7236-9,Modern Memory,1542,Emma Davis,Fiction,1998,18.9,562,Paperback,True,Simon & Schuster
1137,978-8-5443-8734-4,Secret Vision in the Light,1639,John Thomas,History,2001,12.02,701,Paperback,True,Penguin Random House
1138,978-4-8514-4032-0,Hidden Echo of the Night,328,Michael Wilson,Mystery,2023,11.9,494,Paperback,True,Penguin Random House
1139,978-8-2652-8068-9,Bright Story Before Dawn,290,Noah Robinson,Technology,2022,14.48,169,eBook,True,Macmillan
1140,978-2-6502-8833-2,Forgotten Mystery of Yesterday,668,Robert Gonzalez,Fiction,2008,17.45,742,Hardcover,True,HarperCollins
1141,978-3-4791-3680-4,Dark Echo of the Dawn,905,Michael Wilson,Romance,2003,22.55,345,Hardcover,True,Hachette
1142,978-8-2431-9009-7,Broken Saga at Midnight,1930,Richard Lopez,Thriller,1993,8.97,368,Paperback,True,Independent Press
1143,978-1-6269-5239-2,Silent Memory of Yesterday,508,Sophia Thomas,Fantasy,2007,17.46,598,eBook,False,Macmillan
1144,978-3-1659-8808-5,A Light of the Night,441,James Martin,Mystery,2021,8.34,528,Hardcover,True,Penguin Random House
1145,978-0-7378-2934-1,Bright Vision in the Light,291,Sarah Hernandez,Fiction,2006,10.71,357,Audiobook,True,HarperCollins
1146,978-7-6430-2487-4,Forgotten Quest,540,Mary Johnson,Mystery,2006,29.4,234,Paperback,True,Hachette
1147,978-9-1502-4256-0,Hidden Mystery,179,Mason Anderson,Mystery,2014,6.02,622,Audiobook,True,Independent Press
1148,978-6-4400-1867-4,Secret Echo of Yesterday,1030,Jennifer Martin,Romance,2003,9.25,288,eBook,True,HarperCollins
1149,978-1-2468-2870-7,Secret Mystery Through Time,1482,Sophia Jones,Fiction,1992,15.43,720,eBook,True,HarperCollins
1150,978-8-3599-4537-2,Dark Mystery of Yesterday,637,Richard Taylor,Biography,2011,5.81,517,Paperback,True,Macmillan
1151,978-2-2680-3186-0,Silent Light of Yesterday,503,Linda Harris,Science Fiction,1990,25.92,465,eBook,True,Penguin Random House
1152,978-2-2615-5656-0,Silent Legend,924,David Thompson,Mystery,2023,19.79,215,eBook,True,Penguin Random House
1153,978-9-8376-1734-5,The Memory Under Stars,460,Mia Lee,Fiction,1992,7.22,433,Hardcover,True,Hachette
1154,978-4-7183-9167-1,Last Light in the Dark,270,Liam Hernandez,Fiction,2014,7.18,705,Hardcover,True,Penguin Random House
1155,978-4-4122-6335-3,Modern Shadow of Yesterday,454,Emma Smith,Fantasy,2017,9.98,611,Paperback,True,Penguin Random House
1156,978-2-7909-5340-1,Dark Quest,1060,Joseph Lewis,Non-Fiction,2022,10.93,654,Paperback,True,HarperCollins
1157,978-4-3388-4700-6,Hidden Shadow of Yesterday,494,Jessica Hernandez,Thriller,1993,31.99,393,Paperback,True,HarperCollins
1158,978-6-5075-5414-7,Bright Quest,1198,Jennifer Thompson,Science Fiction,1992,6.94,667,Paperback,True,Simon & Schuster
1159,978-3-7423-7905-1,Broken Saga Through Time,110,Barbara Robinson,Science Fiction,2002,12.03,346,eBook,False,Hachette
1160,978-5-5998-1594-0,Ancient Light of Yesterday,591,Sarah Davis,Mystery,2000,13.78,168,Paperback,True,Hachette
1161,978-1-9286-6506-2,First Journey,1807,Richard Williams,Thriller,2003,34.4,378,Hardcover,True,Independent Press
1162,978-1-2611-9755-1,Bright Mystery at Midnight,238,William Taylor,Non-Fiction,2020,5.44,472,Hardcover,True,Penguin Random House
1163,978-8-5234-1136-2,A Journey,1848,Thomas Harris,Fiction,2004,29.59,676,Paperback,True,Hachette
1164,978-7-7943-8186-8,Last Story,1568,Noah Clark,Non-Fiction,2004,22.16,770,Hardcover,True,Independent Press
1165,978-4-8032-9259-8,Last Dream of Yesterday,771,Oliver Rodriguez,Mystery,1997,6.98,211,Audiobook,True,HarperCollins
1166,978-3-5034-9243-5,Lost Legend,1754,James Rodriguez,Mystery,2012,5.37,573,Hardcover,True,HarperCollins
1167,978-2-2378-2543-5,Lost Light in the Light,1173,Sophia Thomas,Non-Fiction,2022,14.6,784,eBook,True,Penguin Random House
1168,978-7-6848-7247-6,First Mystery Before Dawn,311,Noah Hernandez,Science Fiction,2000,14.94,318,Paperback,True,Simon & Schuster
1169,978-3-1668-5140-0,First Vision,259,Mary Lopez,Science Fiction,1992,12.64,655,Hardcover,True,Penguin Random House
1170,978-7-2289-5595-6,Last Light Beyond Time,1418,Mary Jackson,Thriller,2005,8.99,700,eBook,True,Simon & Schuster
1171,978-8-2496-9508-9,Secret Tale Under Stars,1788,Noah Martin,Fantasy,2023,10.78,315,Audiobook,True,Macmillan
1172,978-8-4286-5214-0,Lost Tale Beyond Time,1345,Barbara Taylor,Mystery,1993,21.97,578,Hardcover,True,HarperCollins
1173,978-5-3535-1158-0,Forgotten Echo,423,Joseph Garcia,Fantasy,2009,25.48,631,Paperback,True,Macmillan
1174,978-1-9601-7521-3,Hidden Mystery,1493,Mason White,Science Fiction,2003,4.6,357,Hardcover,True,Penguin Random House
1175,978-7-3553-2577-1,Last Dream,1376,Mary Garcia,Fiction,2019,24.06,247,eBook,True,Penguin Random House
1176,978-7-6062-5223-2,First Dream Under Stars,94,Susan Garcia,Fantasy,2015,8.44,271,Audiobook,True,Penguin Random House
1177,978-8-6799-4310-1,Lost Legend Through Time,796,Robert Clark,Fiction,2011,5.68,467,Hardcover,False,Hachette
1178,978-3-9040-5795-6,Secret Mystery,626,David Thompson,Fantasy,1993,27.3,472,eBook,True,Penguin Random House
1179,978-8-9037-2600-3,Dark Story of the Dawn,1824,Emma Brown,Romance,1990,11.47,209,Hardcover,False,Hachette
1180,978-0-6079-7857-6,Lost Light,1970,Patricia Rodriguez,Thriller,1998,5.8,214,Paperback,True,HarperCollins
1181,978-4-9701-3708-5,Secret Chronicles,1331,John Anderson,Thriller,1992,9.74,405,Hardcover,True,Simon & Schuster
1182,978-5-7150-3875-0,Silent Quest,1404,Joseph Davis,Fantasy,1992,9.16,375,eBook,True,Hachette
1183,978-2-5603-2037-6,Silent Memory Under Stars,708,David Martin,Fiction,2023,9.29,590,Audiobook,True,Macmillan
1184,978-8-3510-4971-4,Modern Quest Beyond Time,248,Sarah White,Biography,1994,4.83,737,Paperback,True,Macmillan
1185,978-8-1482-8850-1,An Memory Before Dawn,1028,Patricia Jones,Thriller,2004,5.56,349,eBook,True,Penguin Random House
1186,978-0-3806-9696-2,Last Chronicles of the Dawn,997,Barbara Williams,Romance,2003,9.08,740,Paperback,True,Independent Press
1187,978-0-9044-5861-7,The Light,1461,Mason Clark,Romance,1999,10.82,590,eBook,True,Independent Press
1188,978-7-4708-7488-8,A Chronicles Under Stars,1709,Robert Lewis,Mystery,1992,6.09,371,Paperback,True,Penguin Random House
1189,978-0-3306-4722-0,Lost Quest,1615,Michael Jackson,Mystery,2008,7.69,560,eBook,True,Independent Press
1190,978-2-1937-3459-6,Bright Quest at Sunrise,252,Robert Moore,Technology,2023,20.35,761,eBook,True,Penguin Random House
1191,978-8-7479-1505-4,Modern Memory,1436,Mary Jones,Science Fiction,2010,22.51,239,Paperback,True,Hachette
1192,978-1-1117-4711-1,Silent Chronicles,922,Mary Jackson,Thriller,2011,4.67,297,eBook,True,HarperCollins
1193,978-8-6500-6642-9,Last Chronicles at Midnight,207,Sophia Hernandez,Science Fiction,2021,10.53,782,eBook,True,Simon & Schuster
1194,978-8-3404-4686-9,Silent Echo at Midnight,141,John Taylor,Mystery,2016,29.07,730,eBook,True,Hachette
1195,978-0-2277-6556-5,Silent Shadow Beyond Time,864,Patricia Thompson,Romance,1999,5.98,180,eBook,True,Penguin Random House
1196,978-0-5390-6223-7,Hidden Echo Beyond Time,770,Ava Miller,Fiction,1992,9.44,749,eBook,True,Macmillan
1197,978-3-7163-3070-6,The Mystery at Midnight,80,Robert Lee,Romance,1995,5.59,335,Paperback,True,Independent Press
1198,978-8-2060-7719-8,Bright Vision,1938,Joseph Lewis,Fantasy,2016,8.98,167,Audiobook,True,HarperCollins
1199,978-5-8089-2050-0,An Tale Through Time,344,Linda Lewis,Fantasy,2021,24.7,150,eBook,False,Macmillan
1200,978-0-1035-1695-7,A Quest Under Stars,1521,William Jones,Romance,2007,10.13,640,eBook,True,Macmillan
1201,978-7-7014-6729-3,Modern Saga at Sunrise,247,Liam Anderson,Science Fiction,2006,45.49,239,Paperback,True,Macmillan
1202,978-1-2815-6355-8,Broken Mystery at Midnight,305,Thomas Lewis,Mystery,2012,10.05,206,Hardcover,True,Penguin Random House
1203,978-8-6022-8883-9,Last Quest Beyond Time,1139,Joseph Clark,Non-Fiction,2001,14.66,352,Audiobook,True,Hachette
1204,978-2-9955-6125-0,Silent Tale in the Light,365,Robert Lewis,Biography,1995,6.56,431,Audiobook,True,Penguin Random House
1205,978-6-1557-8334-7,The Mystery in the Light,1762,Jessica Moore,Mystery,1997,43.24,588,eBook,False,Simon & Schuster
1206,978-8-9743-5961-7,Ancient Shadow,1542,Emma Davis,Self-Help,2004,13.68,465,eBook,True,Independent Press
1207,978-4-3899-9835-4,A Legend in the Light,802,Richard Smith,Science Fiction,2004,7.37,316,Paperback,True,Simon & Schuster
1208,978-5-8459-7331-6,The Dream of the Dawn,1630,Elizabeth Harris,Science Fiction,1998,15.79,536,Paperback,True,HarperCollins
1209,978-8-6293-4448-6,Bright Quest of Yesterday,925,Patricia Wilson,Mystery,1991,10.43,176,eBook,True,Independent Press
1210,978-8-5384-4139-9,Bright Light in the Light,758,Elizabeth Smith,Romance,1998,11.66,386,Paperback,True,HarperCollins
1211,978-6-8209-4416-3,Hidden Shadow Before Dawn,1788,Noah Martin,Fiction,2015,10.72,300,eBook,True,Independent Press
1212,978-4-4678-6844-6,Ancient Saga,882,Noah Taylor,Romance,2003,4.47,697,Paperback,False,Macmillan
1213,978-2-9340-3577-3,Secret Chronicles at Sunrise,1960,Isabella Davis,Non-Fiction,2022,22.25,328,Paperback,True,Penguin Random House
1214,978-5-7296-1178-5,Lost Quest,1542,Emma Davis,Science Fiction,2014,11.69,732,eBook,True,Macmillan
1215,978-2-1313-8763-0,A Memory Before Dawn,841,Ava Lopez,Science Fiction,1997,6.68,635,Hardcover,True,Penguin Random House
1216,978-4-5206-1379-5,Dark Story Before Dawn,1815,Mary Williams,Science Fiction,2001,17.14,474,eBook,True,Hachette
1217,978-8-4454-6302-5,Modern Story,1216,David Jones,Romance,2003,16.05,390,eBook,True,HarperCollins
1218,978-3-8359-1455-5,Hidden Legend of the Dawn,1114,Isabella Moore,Non-Fiction,2016,5.92,391,Paperback,True,Macmillan
1219,978-3-3453-8551-4,Silent Light at Midnight,1153,William Anderson,Mystery,2008,10.34,443,eBook,True,HarperCollins
1220,978-4-3688-5371-6,The Tale at Sunrise,1558,Thomas Anderson,Science Fiction,1993,4.22,627,eBook,True,Macmillan
1221,978-1-3850-5003-9,Ancient Vision,787,Sarah Lopez,Fiction,2003,14.62,623,Audiobook,True,Penguin Random House
1222,978-3-7009-9822-2,Ancient Light,775,Mia Jones,Non-Fiction,2008,7.44,711,eBook,True,Hachette
1223,978-2-1589-6547-4,A Quest at Midnight,697,Robert Thomas,Mystery,1996,5.96,444,Audiobook,True,Macmillan
1224,978-7-4710-9122-9,Hidden Memory of Yesterday,417,Oliver Moore,Fantasy,1994,31.13,360,Paperback,True,Independent Press
1225,978-7-1595-6072-4,First Memory,1203,Mason Taylor,Science Fiction,2016,14.66,636,eBook,True,Simon & Schuster
1226,978-1-2217-4313-1,First Story of the Dawn,1748,Isabella Robinson,Science Fiction,2013,9.45,425,eBook,True,Macmillan
1227,978-6-7590-5075-8,Ancient Saga Before Dawn,704,Robert Wilson,Mystery,1991,6.41,191,Paperback,True,Independent Press
